"Transcript ID"
"ENST00000231790.8"
"ENST00000458205.6"
"ENST00000674019.1"
"ENST00000673673.2"
"ENST00000492474.6"
"ENST00000536378.5"
"ENST00000429117.6"
"ENST00000616768.6"
"ENST00000435176.5"
"ENST00000455445.6"
"ENST00000456676.7"
"ENST00000539477.6"
"ENST00000413740.2"
"ENST00000441265.6"
"ENST00000673715.1"
"ENST00000673899.1"
"ENST00000450420.6"
"ENST00000673947.1"
"ENST00000673972.1"
"ENST00000432299.6"
"ENST00000674111.1"
"ENST00000673897.1"
"ENST00000447829.6"
"ENST00000413212.2"
"ENST00000458009.6"
"ENST00000457004.5"
"ENST00000454028.5"
"ENST00000673990.1"
"ENST00000485889.1"
"ENST00000466900.5"
"ENST00000674107.1"
"ENST00000673889.1"
"ENST00000673713.1"
"ENST00000673741.1"
"ENST00000442249.6"
"ENST00000476172.6"
"ENST00000674125.1"
"ENST00000673686.1"
