"Transcript ID"
"ENST00000376759.8"
"ENST00000354480.2"
"ENST00000376755.1"
"ENST00000466764.5"
"ENST00000491240.5"
"ENST00000485213.1"
"ENST00000488216.5"
"ENST00000491236.1"
"ENST00000489344.5"
"ENST00000490127.5"
"ENST00000472897.5"
