"Transcript ID"
"ENST00000293195.10"
"ENST00000442102.6"
"ENST00000544854.5"
"ENST00000581530.5"
"ENST00000413947.6"
"ENST00000582944.5"
"ENST00000583917.5"
"ENST00000420580.6"
"ENST00000581219.1"
"ENST00000579893.1"
"ENST00000579482.5"
"ENST00000577509.5"
"ENST00000583881.5"
"ENST00000582710.5"
"ENST00000579543.1"
"ENST00000580492.5"
"ENST00000581969.5"
"ENST00000610946.1"
"ENST00000578473.5"
"ENST00000577932.1"
