"Transcript ID"
"ENST00000621592.8"
"ENST00000377970.6"
"ENST00000707115.1"
"ENST00000524013.2"
"ENST00000707114.1"
"ENST00000707113.1"
"ENST00000259523.10"
"ENST00000651626.1"
"ENST00000707116.1"
"ENST00000652288.1"
"ENST00000517291.2"
"ENST00000641036.1"
"ENST00000641252.1"
"ENST00000707117.1"
"ENST00000520751.1"
