"ensembl_transcript_id_version"
"ENST00000698274.1"
"ENST00000426789.6"
"ENST00000698275.1"
"ENST00000360110.9"
"ENST00000420415.5"
"ENST00000698276.1"
"ENST00000483983.6"
"ENST00000698277.1"
"ENST00000698278.1"
"ENST00000698279.1"
"ENST00000491658.2"
"ENST00000698280.1"
"ENST00000475593.6"
"ENST00000477148.2"
"ENST00000698281.1"
"ENST00000698282.1"
"ENST00000698283.1"
"ENST00000698284.1"
"ENST00000698285.1"
"ENST00000698286.1"
"ENST00000698287.1"
"ENST00000698288.1"
"ENST00000698289.1"
"ENST00000698290.1"
"ENST00000698291.1"
"ENST00000698292.1"
"ENST00000698293.1"
"ENST00000698294.1"
"ENST00000392396.7"
"ENST00000698295.1"
"ENST00000463047.1"
"ENST00000463356.5"
"ENST00000482479.1"
"ENST00000465288.5"
"ENST00000464368.1"
"ENST00000698296.1"
"ENST00000421258.1"
"ENST00000464011.1"
