"ensembl_transcript_id_version"
"ENST00000395914.5"
"ENST00000371356.6"
"ENST00000347343.6"
"ENST00000395911.5"
"ENST00000395915.8"
"ENST00000312783.10"
"ENST00000395913.7"
"ENST00000395907.5"
"ENST00000441357.5"
"ENST00000420474.5"
"ENST00000422322.5"
"ENST00000456249.5"
"ENST00000451915.1"
