"ensembl_transcript_id_version"
"ENST00000584601.5"
"ENST00000584014.5"
"ENST00000578199.5"
"ENST00000406381.6"
"ENST00000541774.5"
"ENST00000445658.6"
"ENST00000584450.5"
"ENST00000269571.10"
"ENST00000582648.5"
"ENST00000582788.5"
"ENST00000578373.5"
"ENST00000584908.5"
"ENST00000578709.5"
"ENST00000584099.1"
"ENST00000583038.5"
"ENST00000583391.1"
"ENST00000578502.1"
"ENST00000582818.5"
"ENST00000578630.1"
"ENST00000584684.1"
"ENST00000580074.1"
"ENST00000584888.1"
