"ensembl_transcript_id_version"
"ENST00000490021.2"
"ENST00000309851.10"
"ENST00000369823.6"
"ENST00000349334.7"
"ENST00000476065.6"
"ENST00000483399.6"
"ENST00000490171.1"
"ENST00000369819.2"
