"ensembl_transcript_id_version"
"ENST00000325455.10"
"ENST00000534013.5"
"ENST00000533207.5"
"ENST00000528960.5"
"ENST00000534780.5"
"ENST00000526300.5"
"ENST00000263463.9"
"ENST00000530764.1"
"ENST00000632634.1"
"ENST00000619228.2"
