"ensembl_transcript_id_version"
"ENST00000465385.5"
"ENST00000477567.5"
"ENST00000489582.5"
"ENST00000465730.1"
"ENST00000428253.1"
"ENST00000215743.8"
"ENST00000437086.5"
"ENST00000460352.1"
"ENST00000434318.1"
"ENST00000493132.1"
"ENST00000492464.1"
"ENST00000488363.1"
"ENST00000480185.1"
"ENST00000628530.2"
"ENST00000628782.2"
"ENST00000628805.2"
"ENST00000612388.3"
"ENST00000628212.2"
"ENST00000629467.1"
"ENST00000629514.2"
"ENST00000626399.1"
"ENST00000627283.1"
"ENST00000629008.1"
"ENST00000626587.1"
"ENST00000625962.1"
"ENST00000628372.1"
