"ensembl_transcript_id_version"
"ENST00000496049.1"
"ENST00000229239.10"
"ENST00000396856.5"
"ENST00000492719.5"
"ENST00000396861.5"
"ENST00000474249.5"
"ENST00000466588.5"
"ENST00000396859.5"
"ENST00000466525.1"
"ENST00000396858.5"
"ENST00000619601.1"
