"ensembl_transcript_id_version"
"ENST00000473497.5"
"ENST00000404742.5"
"ENST00000338799.9"
"ENST00000446550.1"
"ENST00000206249.8"
"ENST00000406599.5"
"ENST00000488573.1"
"ENST00000427531.6"
"ENST00000415488.1"
"ENST00000641399.1"
"ENST00000482101.1"
"ENST00000440973.5"
"ENST00000443427.5"
"ENST00000456483.3"
