"ensembl_transcript_id_version"
"ENST00000551217.1"
"ENST00000551150.5"
"ENST00000392514.9"
"ENST00000552292.5"
"ENST00000313104.9"
"ENST00000546989.5"
"ENST00000552461.5"
"ENST00000228306.8"
"ENST00000549098.5"
"ENST00000551258.5"
"ENST00000546990.5"
"ENST00000547475.5"
"ENST00000547211.5"
"ENST00000547173.5"
"ENST00000550856.5"
"ENST00000548568.5"
"ENST00000546564.5"
"ENST00000547191.5"
"ENST00000550296.5"
"ENST00000552902.5"
"ENST00000548495.5"
"ENST00000550423.5"
"ENST00000551914.1"
"ENST00000548551.5"
"ENST00000549242.1"
"ENST00000551783.1"
"ENST00000551336.1"
