"gene"	"qval"
"ENSG00000102543"	"ENSG00000102543"	6.16529031716879e-05
"ENSG00000109445"	"ENSG00000109445"	6.18645824709233e-05
"ENSG00000187116"	"ENSG00000187116"	6.44329639299073e-05
"ENSG00000108590"	"ENSG00000108590"	6.45589136249352e-05
"ENSG00000164414"	"ENSG00000164414"	6.69733050171028e-05
"ENSG00000169180"	"ENSG00000169180"	6.77029618343886e-05
"ENSG00000196588"	"ENSG00000196588"	6.78852976579542e-05
"ENSG00000114126"	"ENSG00000114126"	6.84944298288841e-05
"ENSG00000090621"	"ENSG00000090621"	6.87800987399421e-05
"ENSG00000136273"	"ENSG00000136273"	6.89324339315784e-05
"ENSG00000110031"	"ENSG00000110031"	7.10735381428102e-05
"ENSG00000110696"	"ENSG00000110696"	7.20102809296006e-05
"ENSG00000136169"	"ENSG00000136169"	7.28106843163253e-05
"ENSG00000198742"	"ENSG00000198742"	7.41913078223477e-05
"ENSG00000243927"	"ENSG00000243927"	7.42663315385717e-05
"ENSG00000100485"	"ENSG00000100485"	7.5857071684253e-05
"ENSG00000177889"	"ENSG00000177889"	7.78468104954866e-05
"ENSG00000127481"	"ENSG00000127481"	7.79252797301267e-05
"ENSG00000117228"	"ENSG00000117228"	7.79723211002193e-05
"ENSG00000153037"	"ENSG00000153037"	7.92251406385107e-05
"ENSG00000138029"	"ENSG00000138029"	8.17625890800357e-05
"ENSG00000158882"	"ENSG00000158882"	8.22288425477361e-05
"ENSG00000146872"	"ENSG00000146872"	8.23933613814404e-05
"ENSG00000124357"	"ENSG00000124357"	8.24277148763602e-05
"ENSG00000272886"	"ENSG00000272886"	8.25440055865738e-05
"ENSG00000213096"	"ENSG00000213096"	8.37641848642219e-05
"ENSG00000043462"	"ENSG00000043462"	8.45964752211168e-05
"ENSG00000085415"	"ENSG00000085415"	8.62504315865202e-05
"ENSG00000120963"	"ENSG00000120963"	9.04557364957649e-05
"ENSG00000125952"	"ENSG00000125952"	9.0970911071612e-05
"ENSG00000119650"	"ENSG00000119650"	9.10111486857774e-05
"ENSG00000184047"	"ENSG00000184047"	9.20102724481892e-05
"ENSG00000146457"	"ENSG00000146457"	9.36274919557912e-05
"ENSG00000109475"	"ENSG00000109475"	9.37942022214571e-05
"ENSG00000185049"	"ENSG00000185049"	9.38867640662036e-05
"ENSG00000264538"	"ENSG00000264538"	9.45441219789161e-05
"ENSG00000119414"	"ENSG00000119414"	9.82035205691312e-05
"ENSG00000089820"	"ENSG00000089820"	9.82758568452996e-05
"ENSG00000106682"	"ENSG00000106682"	9.98878523130575e-05
"ENSG00000154710"	"ENSG00000154710"	0.000100095734066547
"ENSG00000009790"	"ENSG00000009790"	0.000100099002898059
"ENSG00000215114"	"ENSG00000215114"	0.00010026314465229
"ENSG00000164758"	"ENSG00000164758"	0.000101448052124741
"ENSG00000167550"	"ENSG00000167550"	0.0001014521682132
"ENSG00000113391"	"ENSG00000113391"	0.000104454591498434
"ENSG00000104412"	"ENSG00000104412"	0.000104823299087594
"ENSG00000123358"	"ENSG00000123358"	0.000105223410166848
"ENSG00000196642"	"ENSG00000196642"	0.00010653361924415
"ENSG00000211451"	"ENSG00000211451"	0.000106611385787378
"ENSG00000115590"	"ENSG00000115590"	0.000106718636740539
"ENSG00000113916"	"ENSG00000113916"	0.000108210624415852
"ENSG00000112514"	"ENSG00000112514"	0.000108957082442498
"ENSG00000168300"	"ENSG00000168300"	0.000109074402466115
"ENSG00000131381"	"ENSG00000131381"	0.000109083179564436
"ENSG00000105401"	"ENSG00000105401"	0.000109175396848226
"ENSG00000136603"	"ENSG00000136603"	0.00011047879080733
"ENSG00000133460"	"ENSG00000133460"	0.000110493696856575
"ENSG00000170525"	"ENSG00000170525"	0.0001114240685677
"ENSG00000171817"	"ENSG00000171817"	0.000112850991811126
"ENSG00000154781"	"ENSG00000154781"	0.000112852028021174
"ENSG00000141027"	"ENSG00000141027"	0.000114117177562745
"ENSG00000119801"	"ENSG00000119801"	0.000114326849486833
"ENSG00000133624"	"ENSG00000133624"	0.000114661219095785
"ENSG00000073614"	"ENSG00000073614"	0.000114763529008571
"ENSG00000142230"	"ENSG00000142230"	0.000115001671966564
"ENSG00000106346"	"ENSG00000106346"	0.000117322312121595
"ENSG00000109689"	"ENSG00000109689"	0.000117524835386852
"ENSG00000108946"	"ENSG00000108946"	0.000120161545141408
"ENSG00000185624"	"ENSG00000185624"	0.000122260136339491
"ENSG00000118971"	"ENSG00000118971"	0.000122768250115385
"ENSG00000131100"	"ENSG00000131100"	0.000123179342864324
"ENSG00000170473"	"ENSG00000170473"	0.000124628342209078
"ENSG00000185220"	"ENSG00000185220"	0.000124671667826362
"ENSG00000198815"	"ENSG00000198815"	0.0001247195737249
"ENSG00000135404"	"ENSG00000135404"	0.000124815338211162
"ENSG00000266094"	"ENSG00000266094"	0.000124973840648671
"ENSG00000036054"	"ENSG00000036054"	0.000125080674352933
"ENSG00000105835"	"ENSG00000105835"	0.000126740187784793
"ENSG00000214367"	"ENSG00000214367"	0.000126858868065585
"ENSG00000198160"	"ENSG00000198160"	0.00013014717115229
"ENSG00000143190"	"ENSG00000143190"	0.000131211518277928
"ENSG00000154642"	"ENSG00000154642"	0.000132750040264506
"ENSG00000106003"	"ENSG00000106003"	0.000132848121601803
"ENSG00000078369"	"ENSG00000078369"	0.000133984238488539
"ENSG00000099331"	"ENSG00000099331"	0.000134169561025185
"ENSG00000160213"	"ENSG00000160213"	0.000134185009524964
"ENSG00000101577"	"ENSG00000101577"	0.00013638761177932
"ENSG00000186470"	"ENSG00000186470"	0.000139395075072885
"ENSG00000165688"	"ENSG00000165688"	0.000141367984470032
"ENSG00000213928"	"ENSG00000213928"	0.000142404478477954
"ENSG00000102786"	"ENSG00000102786"	0.000142997456806058
"ENSG00000228474"	"ENSG00000228474"	0.000143462488544316
"ENSG00000136504"	"ENSG00000136504"	0.000147988241797177
"ENSG00000054267"	"ENSG00000054267"	0.000148217622279515
"ENSG00000185344"	"ENSG00000185344"	0.000148312642514288
"ENSG00000122565"	"ENSG00000122565"	0.000148707275685673
"ENSG00000158669"	"ENSG00000158669"	0.000148896915820581
"ENSG00000127838"	"ENSG00000127838"	0.00014936340999463
"ENSG00000151148"	"ENSG00000151148"	0.000149531280664274
"ENSG00000063322"	"ENSG00000063322"	0.000150778181547487
"ENSG00000145247"	"ENSG00000145247"	0.000153955168453185
"ENSG00000103111"	"ENSG00000103111"	0.000154206679370785
"ENSG00000123562"	"ENSG00000123562"	0.000155857341703928
"ENSG00000162368"	"ENSG00000162368"	0.000155977545143573
"ENSG00000116497"	"ENSG00000116497"	0.000157019772025862
"ENSG00000197892"	"ENSG00000197892"	0.000158839697082677
"ENSG00000095380"	"ENSG00000095380"	0.000159078178800355
"ENSG00000159082"	"ENSG00000159082"	0.00016019427876646
"ENSG00000205268"	"ENSG00000205268"	0.000160524365529497
"ENSG00000169609"	"ENSG00000169609"	0.000160880101634286
"ENSG00000169756"	"ENSG00000169756"	0.000163169987641962
"ENSG00000164924"	"ENSG00000164924"	0.000166489691692391
"ENSG00000163399"	"ENSG00000163399"	0.00016679711280084
"ENSG00000120694"	"ENSG00000120694"	0.000168738851625143
"ENSG00000183431"	"ENSG00000183431"	0.000168835563062757
"ENSG00000161036"	"ENSG00000161036"	0.000168874084398047
"ENSG00000168439"	"ENSG00000168439"	0.000168972679879079
"ENSG00000203950"	"ENSG00000203950"	0.000176482147167431
"ENSG00000146192"	"ENSG00000146192"	0.000176639651379092
"ENSG00000164054"	"ENSG00000164054"	0.00017922714583902
"ENSG00000092841"	"ENSG00000092841"	0.000179799350581541
"ENSG00000136738"	"ENSG00000136738"	0.000183906958287684
"ENSG00000162600"	"ENSG00000162600"	0.000184060101843976
"ENSG00000105281"	"ENSG00000105281"	0.000184179065192543
"ENSG00000122644"	"ENSG00000122644"	0.000186835325693594
"ENSG00000175581"	"ENSG00000175581"	0.000187379052674814
"ENSG00000100376"	"ENSG00000100376"	0.000187390107124735
"ENSG00000063978"	"ENSG00000063978"	0.000187643445939931
"ENSG00000152601"	"ENSG00000152601"	0.000187914810961222
"ENSG00000058668"	"ENSG00000058668"	0.000188296783145675
"ENSG00000117322"	"ENSG00000117322"	0.000193679967866831
"ENSG00000154027"	"ENSG00000154027"	0.000194556757798005
"ENSG00000128708"	"ENSG00000128708"	0.000197936701912706
"ENSG00000103148"	"ENSG00000103148"	0.000201721325203803
"ENSG00000143379"	"ENSG00000143379"	0.000204378498387941
"ENSG00000058063"	"ENSG00000058063"	0.000206073243593946
"ENSG00000109046"	"ENSG00000109046"	0.000206650037829818
"ENSG00000122406"	"ENSG00000122406"	0.000209063118121127
"ENSG00000069020"	"ENSG00000069020"	0.000217280182187719
"ENSG00000111711"	"ENSG00000111711"	0.000220258754990529
"ENSG00000066322"	"ENSG00000066322"	0.00022061202164515
"ENSG00000164329"	"ENSG00000164329"	0.000220695609964341
"ENSG00000095794"	"ENSG00000095794"	0.000220830031927612
"ENSG00000132510"	"ENSG00000132510"	0.000222005941500564
"ENSG00000213523"	"ENSG00000213523"	0.000224629423511482
"ENSG00000107625"	"ENSG00000107625"	0.000225920012305762
"ENSG00000133773"	"ENSG00000133773"	0.000231909159582488
"ENSG00000155256"	"ENSG00000155256"	0.000238149581068383
"ENSG00000143952"	"ENSG00000143952"	0.000238753770906959
"ENSG00000132388"	"ENSG00000132388"	0.000241621903155852
"ENSG00000134419"	"ENSG00000134419"	0.000241792727367561
"ENSG00000163565"	"ENSG00000163565"	0.000243407584187801
"ENSG00000163412"	"ENSG00000163412"	0.000244797481222116
"ENSG00000151092"	"ENSG00000151092"	0.00024872724288361
"ENSG00000166377"	"ENSG00000166377"	0.000253261543763372
"ENSG00000184432"	"ENSG00000184432"	0.000259050133876258
"ENSG00000216490"	"ENSG00000216490"	0.000260797755004793
"ENSG00000130816"	"ENSG00000130816"	0.00026437324828178
"ENSG00000251623"	"ENSG00000251623"	0.000264806549221563
"ENSG00000168397"	"ENSG00000168397"	0.000265242630992587
"ENSG00000163605"	"ENSG00000163605"	0.0002655786896154
"ENSG00000171928"	"ENSG00000171928"	0.000265628347657197
"ENSG00000105856"	"ENSG00000105856"	0.000267036647633034
"ENSG00000165280"	"ENSG00000165280"	0.000272994472860258
"ENSG00000145740"	"ENSG00000145740"	0.000275973429856431
"ENSG00000139531"	"ENSG00000139531"	0.0002787052003234
"ENSG00000140992"	"ENSG00000140992"	0.00027871757126391
"ENSG00000101266"	"ENSG00000101266"	0.000279138452670709
"ENSG00000133816"	"ENSG00000133816"	0.000280687516389616
"ENSG00000064545"	"ENSG00000064545"	0.000281954731269828
"ENSG00000205581"	"ENSG00000205581"	0.000282115746937843
"ENSG00000091164"	"ENSG00000091164"	0.000287151152694393
"ENSG00000275302"	"ENSG00000275302"	0.000287542464973853
"ENSG00000159140"	"ENSG00000159140"	0.000289366010315205
"ENSG00000067955"	"ENSG00000067955"	0.000293033018358269
"ENSG00000100906"	"ENSG00000100906"	0.000296762067325466
"ENSG00000115685"	"ENSG00000115685"	0.000297084418754692
"ENSG00000186469"	"ENSG00000186469"	0.000297257596589671
"ENSG00000117385"	"ENSG00000117385"	0.000300213751347326
"ENSG00000147687"	"ENSG00000147687"	0.000301284325507979
"ENSG00000101745"	"ENSG00000101745"	0.000309273649292718
"ENSG00000138496"	"ENSG00000138496"	0.000309501168661065
"ENSG00000114857"	"ENSG00000114857"	0.000315476099310469
"ENSG00000170889"	"ENSG00000170889"	0.000317089918838445
"ENSG00000134480"	"ENSG00000134480"	0.000317311067860819
"ENSG00000158234"	"ENSG00000158234"	0.00031857039783605
"ENSG00000182473"	"ENSG00000182473"	0.000320610069093017
"ENSG00000167508"	"ENSG00000167508"	0.000322402031902982
"ENSG00000117500"	"ENSG00000117500"	0.000324491713892927
"ENSG00000131143"	"ENSG00000131143"	0.000326221421826421
"ENSG00000122257"	"ENSG00000122257"	0.000326687420707238
"ENSG00000115423"	"ENSG00000115423"	0.000328781090464264
"ENSG00000113240"	"ENSG00000113240"	0.000334648176139953
"ENSG00000136152"	"ENSG00000136152"	0.000336723621955614
"ENSG00000038274"	"ENSG00000038274"	0.000339081358387509
"ENSG00000171049"	"ENSG00000171049"	0.000339514374088855
"ENSG00000070010"	"ENSG00000070010"	0.000339858511355831
"ENSG00000196150"	"ENSG00000196150"	0.000346614064381055
"ENSG00000042088"	"ENSG00000042088"	0.000348580963648165
"ENSG00000147586"	"ENSG00000147586"	0.000348955637317338
"ENSG00000142546"	"ENSG00000142546"	0.00035308391561302
"ENSG00000155096"	"ENSG00000155096"	0.000353209676469446
"ENSG00000204514"	"ENSG00000204514"	0.000354537864843127
"ENSG00000164674"	"ENSG00000164674"	0.00036194934547261
"ENSG00000135932"	"ENSG00000135932"	0.000366321876598749
"ENSG00000157741"	"ENSG00000157741"	0.00036764783806078
"ENSG00000107077"	"ENSG00000107077"	0.000367719065399352
"ENSG00000163904"	"ENSG00000163904"	0.000368402383807221
"ENSG00000171793"	"ENSG00000171793"	0.000370072782125023
"ENSG00000114423"	"ENSG00000114423"	0.000372505870710641
"ENSG00000183291"	"ENSG00000183291"	0.00037341738278923
"ENSG00000140105"	"ENSG00000140105"	0.000375755940877662
"ENSG00000197343"	"ENSG00000197343"	0.000376215372328202
"ENSG00000178222"	"ENSG00000178222"	0.000376633231733253
"ENSG00000131378"	"ENSG00000131378"	0.000377972360350436
"ENSG00000101182"	"ENSG00000101182"	0.000378336669839365
"ENSG00000108622"	"ENSG00000108622"	0.000380435354795893
"ENSG00000197894"	"ENSG00000197894"	0.000380651350456723
"ENSG00000135048"	"ENSG00000135048"	0.00038090160055732
"ENSG00000172349"	"ENSG00000172349"	0.000381687694872762
"ENSG00000120438"	"ENSG00000120438"	0.000385830429889545
"ENSG00000197013"	"ENSG00000197013"	0.00038618477959947
"ENSG00000169764"	"ENSG00000169764"	0.00038862400267985
"ENSG00000099204"	"ENSG00000099204"	0.000388926600727274
"ENSG00000196704"	"ENSG00000196704"	0.000393069527316377
"ENSG00000140199"	"ENSG00000140199"	0.000394291446237074
"ENSG00000115977"	"ENSG00000115977"	0.000394812853926067
"ENSG00000173120"	"ENSG00000173120"	0.000407448045517319
"ENSG00000156475"	"ENSG00000156475"	0.000425265355348939
"ENSG00000114982"	"ENSG00000114982"	0.000427630487427556
"ENSG00000068305"	"ENSG00000068305"	0.000428076227624357
"ENSG00000131669"	"ENSG00000131669"	0.000428418282031542
"ENSG00000127989"	"ENSG00000127989"	0.000432271125571949
"ENSG00000174718"	"ENSG00000174718"	0.000433682125926044
"ENSG00000115457"	"ENSG00000115457"	0.000436145238567127
"ENSG00000141298"	"ENSG00000141298"	0.000436786040338596
"ENSG00000005187"	"ENSG00000005187"	0.000444769402890502
"ENSG00000181163"	"ENSG00000181163"	0.00044488957677699
"ENSG00000011454"	"ENSG00000011454"	0.000444893879684519
"ENSG00000179262"	"ENSG00000179262"	0.000445313237301736
"ENSG00000157106"	"ENSG00000157106"	0.00044714721643284
"ENSG00000177963"	"ENSG00000177963"	0.000449455119433606
"ENSG00000015153"	"ENSG00000015153"	0.000453301161060564
"ENSG00000105851"	"ENSG00000105851"	0.000454042511479221
"ENSG00000168014"	"ENSG00000168014"	0.000457796024431291
"ENSG00000115419"	"ENSG00000115419"	0.000461874491851883
"ENSG00000183484"	"ENSG00000183484"	0.000467197068861968
"ENSG00000102103"	"ENSG00000102103"	0.000476945763811784
"ENSG00000064201"	"ENSG00000064201"	0.000477001256638156
"ENSG00000117262"	"ENSG00000117262"	0.000479490490891629
"ENSG00000213246"	"ENSG00000213246"	0.000479622936385853
"ENSG00000013563"	"ENSG00000013563"	0.000488931817579045
"ENSG00000162894"	"ENSG00000162894"	0.000492004011788859
"ENSG00000167851"	"ENSG00000167851"	0.000493364155080074
"ENSG00000132330"	"ENSG00000132330"	0.000495836840974189
"ENSG00000109452"	"ENSG00000109452"	0.00050222160425192
"ENSG00000117751"	"ENSG00000117751"	0.000502301960426015
"ENSG00000129071"	"ENSG00000129071"	0.000504750092127135
"ENSG00000213865"	"ENSG00000213865"	0.000504958977694348
"ENSG00000197980"	"ENSG00000197980"	0.000505726919192436
"ENSG00000151651"	"ENSG00000151651"	0.000508865849715644
"ENSG00000142541"	"ENSG00000142541"	0.000513114844067138
"ENSG00000126070"	"ENSG00000126070"	0.000513538801015657
"ENSG00000145819"	"ENSG00000145819"	0.000515237227051912
"ENSG00000003056"	"ENSG00000003056"	0.000516391581927814
"ENSG00000108984"	"ENSG00000108984"	0.000516495405942216
"ENSG00000151327"	"ENSG00000151327"	0.000522511338282429
"ENSG00000175592"	"ENSG00000175592"	0.000525144868477939
"ENSG00000164300"	"ENSG00000164300"	0.000527758633171928
"ENSG00000205758"	"ENSG00000205758"	0.000532763540723473
"ENSG00000154928"	"ENSG00000154928"	0.000534068115372198
"ENSG00000265241"	"ENSG00000265241"	0.000539048713594903
"ENSG00000126790"	"ENSG00000126790"	0.000551958682647509
"ENSG00000173418"	"ENSG00000173418"	0.000560444359779107
"ENSG00000189042"	"ENSG00000189042"	0.000561589430869963
"ENSG00000160145"	"ENSG00000160145"	0.00056200408741823
"ENSG00000152700"	"ENSG00000152700"	0.000565353694665294
"ENSG00000162236"	"ENSG00000162236"	0.000568872283888744
"ENSG00000113456"	"ENSG00000113456"	0.000570850040011979
"ENSG00000143756"	"ENSG00000143756"	0.000571208536803471
"ENSG00000113615"	"ENSG00000113615"	0.000571427370710637
"ENSG00000169057"	"ENSG00000169057"	0.00057688041691762
"ENSG00000185022"	"ENSG00000185022"	0.000584715383708909
"ENSG00000145860"	"ENSG00000145860"	0.000584874036517507
"ENSG00000115310"	"ENSG00000115310"	0.000585615526442623
"ENSG00000147592"	"ENSG00000147592"	0.000585633695925064
"ENSG00000164163"	"ENSG00000164163"	0.000587932040153123
"ENSG00000164828"	"ENSG00000164828"	0.000590824905978461
"ENSG00000214456"	"ENSG00000214456"	0.000591584320289193
"ENSG00000160058"	"ENSG00000160058"	0.000591606396790045
"ENSG00000065357"	"ENSG00000065357"	0.000592325666569574
"ENSG00000179833"	"ENSG00000179833"	0.000592776095673635
"ENSG00000213988"	"ENSG00000213988"	0.000593175503979749
"ENSG00000105058"	"ENSG00000105058"	0.000593374499676838
"ENSG00000156471"	"ENSG00000156471"	0.000594241163513217
"ENSG00000171940"	"ENSG00000171940"	0.00059480019857658
"ENSG00000204116"	"ENSG00000204116"	0.000597790030252944
"ENSG00000162300"	"ENSG00000162300"	0.000601135877341986
"ENSG00000244274"	"ENSG00000244274"	0.000605224895947324
"ENSG00000185404"	"ENSG00000185404"	0.00060619869054863
"ENSG00000072195"	"ENSG00000072195"	0.000606408267318582
"ENSG00000248333"	"ENSG00000248333"	0.00061176799731374
"ENSG00000259494"	"ENSG00000259494"	0.000612168140563052
"ENSG00000141179"	"ENSG00000141179"	0.000619537070726807
"ENSG00000031698"	"ENSG00000031698"	0.000623250171806893
"ENSG00000106635"	"ENSG00000106635"	0.000624239676812888
"ENSG00000167004"	"ENSG00000167004"	0.000626191431476551
"ENSG00000166927"	"ENSG00000166927"	0.000627069987156353
"ENSG00000135241"	"ENSG00000135241"	0.000635695930449716
"ENSG00000172175"	"ENSG00000172175"	0.00064137406996976
"ENSG00000166441"	"ENSG00000166441"	0.000652657013628092
"ENSG00000258315"	"ENSG00000258315"	0.000652903956459804
"ENSG00000095906"	"ENSG00000095906"	0.000653450085834818
"ENSG00000022277"	"ENSG00000022277"	0.000653730064622576
"ENSG00000172809"	"ENSG00000172809"	0.000654304943840482
"ENSG00000135486"	"ENSG00000135486"	0.00065494529726089
"ENSG00000159592"	"ENSG00000159592"	0.000655126785231974
"ENSG00000100023"	"ENSG00000100023"	0.000664294505419942
"ENSG00000115956"	"ENSG00000115956"	0.0006677450729837
"ENSG00000072364"	"ENSG00000072364"	0.000668456659643504
"ENSG00000169567"	"ENSG00000169567"	0.000668758212272148
"ENSG00000131408"	"ENSG00000131408"	0.000674509695564226
"ENSG00000196954"	"ENSG00000196954"	0.000684587723023638
"ENSG00000164715"	"ENSG00000164715"	0.000687306740366145
"ENSG00000131732"	"ENSG00000131732"	0.000693261673195268
"ENSG00000116701"	"ENSG00000116701"	0.000693349804355212
"ENSG00000177885"	"ENSG00000177885"	0.000694197312307361
"ENSG00000090520"	"ENSG00000090520"	0.000696363734369155
"ENSG00000197119"	"ENSG00000197119"	0.000700131660599578
"ENSG00000019582"	"ENSG00000019582"	0.000700250168344044
"ENSG00000162241"	"ENSG00000162241"	0.000711271691148935
"ENSG00000074603"	"ENSG00000074603"	0.000713935849836213
"ENSG00000056586"	"ENSG00000056586"	0.000714538492762266
"ENSG00000100532"	"ENSG00000100532"	0.000714751025333885
"ENSG00000197536"	"ENSG00000197536"	0.000716571922206772
"ENSG00000168887"	"ENSG00000168887"	0.000717393263477646
"ENSG00000113368"	"ENSG00000113368"	0.00072079451020853
"ENSG00000103494"	"ENSG00000103494"	0.000725987290400744
"ENSG00000122550"	"ENSG00000122550"	0.000735470552699467
"ENSG00000119725"	"ENSG00000119725"	0.00073611840432327
"ENSG00000179094"	"ENSG00000179094"	0.000741993135662717
"ENSG00000116459"	"ENSG00000116459"	0.000743513230549236
"ENSG00000141985"	"ENSG00000141985"	0.000750416811144977
"ENSG00000140043"	"ENSG00000140043"	0.000751449181425358
"ENSG00000151136"	"ENSG00000151136"	0.00076451512560233
"ENSG00000115839"	"ENSG00000115839"	0.000764903202063618
"ENSG00000132646"	"ENSG00000132646"	0.000765038035859287
"ENSG00000123384"	"ENSG00000123384"	0.000767436653613261
"ENSG00000188647"	"ENSG00000188647"	0.000775389045400351
"ENSG00000175029"	"ENSG00000175029"	0.000782681245837479
"ENSG00000185324"	"ENSG00000185324"	0.000784236399044951
"ENSG00000110713"	"ENSG00000110713"	0.00078878898939224
"ENSG00000089327"	"ENSG00000089327"	0.000792781928667635
"ENSG00000197548"	"ENSG00000197548"	0.000793710527965707
"ENSG00000103550"	"ENSG00000103550"	0.000798379448567269
"ENSG00000143367"	"ENSG00000143367"	0.000799259026980908
"ENSG00000184922"	"ENSG00000184922"	0.000800942891947716
"ENSG00000171681"	"ENSG00000171681"	0.000821604042876786
"ENSG00000147010"	"ENSG00000147010"	0.000825858766753627
"ENSG00000165119"	"ENSG00000165119"	0.000852317209781849
"ENSG00000170502"	"ENSG00000170502"	0.000852669050535329
"ENSG00000164483"	"ENSG00000164483"	0.000856015116722897
"ENSG00000132906"	"ENSG00000132906"	0.000863455481952112
"ENSG00000166405"	"ENSG00000166405"	0.000867082637041739
"ENSG00000169045"	"ENSG00000169045"	0.000868039104879687
"ENSG00000062598"	"ENSG00000062598"	0.000872707330481604
"ENSG00000103047"	"ENSG00000103047"	0.000873651513869859
"ENSG00000132604"	"ENSG00000132604"	0.000889055307852659
"ENSG00000115486"	"ENSG00000115486"	0.000890331325471245
