"geneID"	"txID"	"gene"	"transcript"
"136"	"ENSG00000122026"	"ENST00000326092"	1.97961447476411e-05	1
"137"	"ENSG00000122026"	"ENST00000272274"	1.97961447476411e-05	1
"138"	"ENSG00000122026"	"ENST00000473558"	1.97961447476411e-05	0.0128385767372833
"139"	"ENSG00000122026"	"ENST00000493317"	1.97961447476411e-05	1
"140"	"ENSG00000122026"	"ENST00000483765"	1.97961447476411e-05	1
"141"	"ENSG00000197956"	"ENST00000368719"	0.492316572388952	NA
"142"	"ENSG00000197956"	"ENST00000496817"	0.492316572388952	NA
"143"	"ENSG00000197956"	"ENST00000368720"	0.492316572388952	NA
"144"	"ENSG00000197956"	"ENST00000462776"	0.492316572388952	NA
"145"	"ENSG00000197956"	"ENST00000462951"	0.492316572388952	NA
"146"	"ENSG00000142937"	"ENST00000396651"	0.423870541389636	NA
"147"	"ENSG00000142937"	"ENST00000485390"	0.423870541389636	NA
"148"	"ENSG00000142937"	"ENST00000372209"	0.423870541389636	NA
"149"	"ENSG00000142937"	"ENST00000464658"	0.423870541389636	NA
"150"	"ENSG00000142937"	"ENST00000470475"	0.423870541389636	NA
"151"	"ENSG00000142937"	"ENST00000474582"	0.423870541389636	NA
"152"	"ENSG00000142937"	"ENST00000484599"	0.423870541389636	NA
"153"	"ENSG00000142937"	"ENST00000497035"	0.423870541389636	NA
"154"	"ENSG00000142676"	"ENST00000374550"	0.98788896628309	NA
"155"	"ENSG00000142676"	"ENST00000458455"	0.98788896628309	NA
"156"	"ENSG00000142676"	"ENST00000482370"	0.98788896628309	NA
"157"	"ENSG00000142676"	"ENST00000443624"	0.98788896628309	NA
"158"	"ENSG00000161970"	"ENST00000293842"	1.14466416546022e-07	1
"159"	"ENSG00000161970"	"ENST00000584164"	1.14466416546022e-07	1
"160"	"ENSG00000161970"	"ENST00000578812"	1.14466416546022e-07	1
"161"	"ENSG00000161970"	"ENST00000582556"	1.14466416546022e-07	1
"162"	"ENSG00000161970"	"ENST00000578115"	1.14466416546022e-07	0.299787957619494
"163"	"ENSG00000161970"	"ENST00000584906"	1.14466416546022e-07	8.67072928336209e-09
"164"	"ENSG00000161970"	"ENST00000578069"	1.14466416546022e-07	1
"165"	"ENSG00000161970"	"ENST00000584343"	1.14466416546022e-07	1
"166"	"ENSG00000161970"	"ENST00000584441"	1.14466416546022e-07	1
"167"	"ENSG00000161970"	"ENST00000583011"	1.14466416546022e-07	1
"168"	"ENSG00000109475"	"ENST00000394667"	9.37942022214571e-05	1
"169"	"ENSG00000109475"	"ENST00000502534"	9.37942022214571e-05	1
"170"	"ENSG00000109475"	"ENST00000394665"	9.37942022214571e-05	1
"171"	"ENSG00000109475"	"ENST00000394668"	9.37942022214571e-05	1
"172"	"ENSG00000109475"	"ENST00000506397"	9.37942022214571e-05	1
"173"	"ENSG00000109475"	"ENST00000503574"	9.37942022214571e-05	1.58688635168284e-05
"174"	"ENSG00000109475"	"ENST00000504231"	9.37942022214571e-05	1
"175"	"ENSG00000071082"	"ENST00000409733"	0.049584343872643	0.134905887248168
"176"	"ENSG00000071082"	"ENST00000264258"	0.049584343872643	0.164365708454712
"177"	"ENSG00000071082"	"ENST00000409320"	0.049584343872643	1
"178"	"ENSG00000071082"	"ENST00000409028"	0.049584343872643	1
"179"	"ENSG00000071082"	"ENST00000441435"	0.049584343872643	0.197159702606439
"180"	"ENSG00000071082"	"ENST00000409711"	0.049584343872643	0.0742225028285721
"181"	"ENSG00000071082"	"ENST00000419276"	0.049584343872643	1
"182"	"ENSG00000071082"	"ENST00000409650"	0.049584343872643	1
"183"	"ENSG00000071082"	"ENST00000409000"	0.049584343872643	0.18272085062802
"184"	"ENSG00000071082"	"ENST00000409038"	0.049584343872643	1
"185"	"ENSG00000198918"	"ENST00000361575"	0.0901467896998074	NA
"186"	"ENSG00000198918"	"ENST00000468844"	0.0901467896998074	NA
"187"	"ENSG00000198918"	"ENST00000477403"	0.0901467896998074	NA
"188"	"ENSG00000198242"	"ENST00000422514"	0.497563367089617	NA
"189"	"ENSG00000198242"	"ENST00000394935"	0.497563367089617	NA
"190"	"ENSG00000198242"	"ENST00000580755"	0.497563367089617	NA
"191"	"ENSG00000198242"	"ENST00000472628"	0.497563367089617	NA
"192"	"ENSG00000198242"	"ENST00000394938"	0.497563367089617	NA
"193"	"ENSG00000198242"	"ENST00000582736"	0.497563367089617	NA
"194"	"ENSG00000198242"	"ENST00000578181"	0.497563367089617	NA
"195"	"ENSG00000198242"	"ENST00000496182"	0.497563367089617	NA
