"Transcript ID"
"ENST00000632419.1"
"ENST00000617731.2"
"ENST00000632799.1"
"ENST00000634150.1"
"ENST00000632240.1"
"ENST00000632592.1"
"ENST00000633731.1"
"ENST00000632530.1"
"ENST00000633919.1"
