"Transcript ID"
"ENST00000369784.9"
"ENST00000652747.1"
"ENST00000618772.4"
"ENST00000602849.1"
"ENST00000487146.8"
"ENST00000617047.1"
"ENST00000652342.2"
"ENST00000654015.1"
"ENST00000650953.2"
