"Transcript ID"
"ENST00000264258.8"
"ENST00000409711.1"
"ENST00000409028.8"
"ENST00000409733.5"
"ENST00000409038.5"
"ENST00000409650.5"
"ENST00000441435.1"
"ENST00000409320.7"
"ENST00000409000.5"
"ENST00000456292.5"
"ENST00000419276.1"
