"Transcript ID"
"ENST00000225512.6"
"ENST00000706495.1"
"ENST00000706483.1"
"ENST00000706485.1"
"ENST00000706484.1"
"ENST00000572508.1"
"ENST00000573788.5"
"ENST00000576471.2"
